gid,__gid,region,line_name,voltage,capacity_mw,current_load_mw,length_km,no_of_ckt,condu_type,bundl_type,ntr_line,owner,status,ckt_comm_y,impl_mode,nip_id,opgw,fbr_comm_y,opgw_ckt,owner_opgw,t_fbr_opgw,fbr_pwr_ap,fbr_tel_se,sy_ps_loca,symbology,source_gid,selection_basis,inside_study_area_length_km_calculated,source_geometry_length_km_calculated,geometry_wkt
10513,20513,NR,Mock Mundka - Dwarka 220 kV S/C Line 0513,220 kV,250,156.4,11.677,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2022,TBCB,MOCK-NIP-00513,No,2022,,,,,,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Dwarka (28.59000N, 77.03000E)",220 kV (Commissioned),10513,Synthetic geometry constrained to approximate Delhi NCT study area,11.677,11.677,"LINESTRING (76.980000 28.680000, 76.996198 28.658483, 77.022728 28.633009, 77.022950 28.600373, 77.030000 28.590000)"
10514,20514,NR,Mock Narela - Rohini 220 kV S/C Line 0514,220 kV,400,258.7,12.391,1,ACSR Zebra,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2023,TBCB,MOCK-NIP-00514,No,2023,,,,,,"Mock coordinates: Narela (28.85000N, 77.09000E) to Rohini (28.74000N, 77.11000E)",220 kV (Commissioned),10514,Synthetic geometry constrained to approximate Delhi NCT study area,12.391,12.391,"LINESTRING (77.090000 28.850000, 77.095578 28.809063, 77.110000 28.740000)"
10515,20515,NR,Mock Ridge - Vasant Kunj 220 kV D/C Line 0515,220 kV,950,455.3,15.601,2,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2020,TBCB,MOCK-NIP-00515,No,2020,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10515,Synthetic geometry constrained to approximate Delhi NCT study area,15.601,15.601,"LINESTRING (77.170000 28.680000, 77.166856 28.613224, 77.160000 28.540000)"
10516,20516,NR,Mock Mundka - Rohini 220 kV D/C Line 0516,220 kV,900,492.6,14.524,2,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00516,No,2021,,,,,,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Rohini (28.74000N, 77.11000E)",220 kV (Commissioned),10516,Synthetic geometry constrained to approximate Delhi NCT study area,14.524,14.524,"LINESTRING (76.980000 28.680000, 77.003928 28.698666, 77.040637 28.717063, 77.088213 28.728961, 77.110000 28.740000)"
10517,20517,NR,Mock Vasant Kunj - Mundka 220 kV S/C Line 0517,220 kV,400,204.3,23.531,1,ACSR Zebra,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2025,RTM,MOCK-NIP-00517,Yes,2025,1.0,Mock Delhi Transmission Utility,12.0,8.0,24.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10517,Synthetic geometry constrained to approximate Delhi NCT study area,23.531,23.531,"LINESTRING (77.160000 28.540000, 77.086108 28.607195, 76.980000 28.680000)"
10518,20518,NR,Mock Lodhi Road - Dwarka 400 kV S/C Line 0518,400 kV,1150,938.0,18.551,1,ACSR Moose,Quad,ISTS,Mock Delhi Transmission Utility,Commissioned,2018,RTM,MOCK-NIP-00518,No,2018,,,,,,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Dwarka (28.59000N, 77.03000E)",400 kV (Commissioned),10518,Synthetic geometry constrained to approximate Delhi NCT study area,18.551,18.551,"LINESTRING (77.220000 28.590000, 77.124268 28.590450, 77.030000 28.590000)"
10519,20519,NR,Mock Najafgarh - Ridge 220 kV D/C Line 0519,220 kV,700,0.0,20.114,2,ACSR Moose,Single,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,March 2028,TBCB,MOCK-NIP-00519,No,March 2028,,,,,,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Ridge (28.68000N, 77.17000E)",220 kV (Under Bidding),10519,Synthetic geometry constrained to approximate Delhi NCT study area,20.114,20.114,"LINESTRING (76.980000 28.610000, 77.090487 28.652911, 77.170000 28.680000)"
10520,20520,NR,Mock Badarpur - Mahipalpur 400 kV S/C Line 0520,400 kV,1150,751.2,17.531,1,AL 59 Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2024,TBCB,MOCK-NIP-00520,Yes,2024,1.0,Mock Inter-State Grid Delhi,24.0,2.0,18.0,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Mahipalpur (28.55000N, 77.13000E)",400 kV (Commissioned),10520,Synthetic geometry constrained to approximate Delhi NCT study area,17.531,17.531,"LINESTRING (77.300000 28.500000, 77.209167 28.530372, 77.130000 28.550000)"
10521,20521,NR,Mock Punjabi Bagh - Mayur Vihar 220 kV S/C Line 0521,220 kV,450,361.1,18.378,1,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2025,RTM,MOCK-NIP-00521,Yes,2025,1.0,Mock South Delhi Transmission Co.,18.0,2.0,24.0,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Commissioned),10521,Synthetic geometry constrained to approximate Delhi NCT study area,18.378,18.378,"LINESTRING (77.130000 28.670000, 77.199070 28.625177, 77.300000 28.610000)"
10522,20522,NR,Mock Lodhi Road - Dwarka 220 kV S/C Line 0522,220 kV,250,199.2,18.78,1,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2023,RTM,MOCK-NIP-00522,No,2023,,,,,,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Dwarka (28.59000N, 77.03000E)",220 kV (Commissioned),10522,Synthetic geometry constrained to approximate Delhi NCT study area,18.78,18.78,"LINESTRING (77.220000 28.590000, 77.188858 28.591339, 77.121786 28.602393, 77.061773 28.592829, 77.030000 28.590000)"
10523,20523,NR,Mock Shahdara - Narela 400 kV S/C Line 0523,400 kV,850,0.0,28.031,1,AL 59 Zebra,Quad,ISTS,Mock Inter-State Grid Delhi,Under Construction,March 2028,TBCB,MOCK-NIP-00523,Yes,March 2028,1.0,Mock Inter-State Grid Delhi,36.0,8.0,12.0,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Narela (28.85000N, 77.09000E)",400 kV (Under Construction),10523,Synthetic geometry constrained to approximate Delhi NCT study area,28.031,28.031,"LINESTRING (77.290000 28.670000, 77.249501 28.699873, 77.184933 28.771115, 77.121961 28.825317, 77.090000 28.850000)"
10524,20524,NR,Mock Wazirabad - Mundka 220 kV S/C Line 0524,220 kV,500,236.4,19.991,1,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,TBCB,MOCK-NIP-00524,No,2022,,,,,,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10524,Synthetic geometry constrained to approximate Delhi NCT study area,19.991,19.991,"LINESTRING (77.180000 28.710000, 77.090538 28.683784, 76.980000 28.680000)"
10525,20525,NR,Mock Vasant Kunj - Ridge 400 kV S/C Line 0525,400 kV,1200,498.9,15.865,1,AL 59 Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Commissioned,2021,TBCB,MOCK-NIP-00525,No,2021,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Ridge (28.68000N, 77.17000E)",400 kV (Commissioned),10525,Synthetic geometry constrained to approximate Delhi NCT study area,15.865,15.865,"LINESTRING (77.160000 28.540000, 77.149974 28.607869, 77.170000 28.680000)"
10526,20526,NR,Mock Wazirabad - Pusa 400 kV S/C Line 0526,400 kV,850,388.0,7.917,1,ACSR Moose,Twin Moose,ISTS,Mock Delhi Transmission Utility,Commissioned,2018,TBCB,MOCK-NIP-00526,Yes,2018,1.0,Mock Delhi Transmission Utility,12.0,2.0,18.0,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Pusa (28.64000N, 77.17000E)",400 kV (Commissioned),10526,Synthetic geometry constrained to approximate Delhi NCT study area,7.917,7.917,"LINESTRING (77.180000 28.710000, 77.179000 28.665660, 77.170000 28.640000)"
10527,20527,NR,Mock Shahdara - Sarita Vihar 220 kV D/C Line 0527,220 kV,550,246.9,15.697,2,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2018,TBCB,MOCK-NIP-00527,Yes,2018,2.0,Mock North Delhi Transmission Co.,12.0,6.0,12.0,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Commissioned),10527,Synthetic geometry constrained to approximate Delhi NCT study area,15.697,15.697,"LINESTRING (77.290000 28.670000, 77.293385 28.645278, 77.302206 28.614404, 77.299897 28.554161, 77.300000 28.530000)"
10528,20528,NR,Mock Vasant Kunj - Ridge 220 kV D/C Line 0528,220 kV,800,462.6,15.678,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2020,RTM,MOCK-NIP-00528,Yes,2020,2.0,Mock North Delhi Transmission Co.,24.0,6.0,24.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Ridge (28.68000N, 77.17000E)",220 kV (Commissioned),10528,Synthetic geometry constrained to approximate Delhi NCT study area,15.678,15.678,"LINESTRING (77.160000 28.540000, 77.157086 28.613196, 77.170000 28.680000)"
10529,20529,NR,Mock Badarpur - Punjabi Bagh 400 kV S/C Line 0529,400 kV,1150,0.0,25.207,1,ACSR Moose,Twin Moose,ISTS,Mock Delhi Transmission Utility,Under Construction,March 2029,RTM,MOCK-NIP-00529,Yes,March 2029,1.0,Mock Delhi Transmission Utility,36.0,2.0,12.0,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Punjabi Bagh (28.67000N, 77.13000E)",400 kV (Under Construction),10529,Synthetic geometry constrained to approximate Delhi NCT study area,25.207,25.207,"LINESTRING (77.300000 28.500000, 77.225037 28.585866, 77.130000 28.670000)"
10530,20530,NR,Mock Pusa - Okhla 220 kV S/C Line 0530,220 kV,400,203.3,16.32,1,AAAC,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2023,TBCB,MOCK-NIP-00530,No,2023,,,,,,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Okhla (28.53000N, 77.28000E)",220 kV (Commissioned),10530,Synthetic geometry constrained to approximate Delhi NCT study area,16.32,16.32,"LINESTRING (77.170000 28.640000, 77.217853 28.584226, 77.280000 28.530000)"
10531,20531,NR,Mock Patparganj - Lodhi Road 220 kV S/C Line 0531,220 kV,300,152.0,8.662,1,AAAC,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2025,RTM,MOCK-NIP-00531,No,2025,,,,,,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10531,Synthetic geometry constrained to approximate Delhi NCT study area,8.662,8.662,"LINESTRING (77.290000 28.630000, 77.279516 28.632490, 77.262824 28.622325, 77.235035 28.595576, 77.220000 28.590000)"
10532,20532,NR,Mock Pusa - Lodhi Road 220 kV D/C Line 0532,220 kV,700,482.5,7.493,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2018,RTM,MOCK-NIP-00532,Yes,2018,2.0,Mock North Delhi Transmission Co.,36.0,6.0,18.0,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10532,Synthetic geometry constrained to approximate Delhi NCT study area,7.493,7.493,"LINESTRING (77.170000 28.640000, 77.211975 28.604966, 77.220000 28.590000)"
10533,20533,NR,Mock Bamnoli - Dwarka 400 kV S/C Line 0533,400 kV,1050,431.9,7.544,1,AL 59 Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Commissioned,2018,RTM,MOCK-NIP-00533,No,2018,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Dwarka (28.59000N, 77.03000E)",400 kV (Commissioned),10533,Synthetic geometry constrained to approximate Delhi NCT study area,7.544,7.544,"LINESTRING (77.000000 28.530000, 77.002421 28.537906, 77.022497 28.561565, 77.021843 28.575825, 77.030000 28.590000)"
10534,20534,NR,Mock Punjabi Bagh - Badarpur 220 kV S/C Line 0534,220 kV,300,236.0,25.178,1,AAAC,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2023,TBCB,MOCK-NIP-00534,Yes,2023,1.0,Mock South Delhi Transmission Co.,18.0,6.0,12.0,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Badarpur (28.50000N, 77.30000E)",220 kV (Commissioned),10534,Synthetic geometry constrained to approximate Delhi NCT study area,25.178,25.178,"LINESTRING (77.130000 28.670000, 77.208684 28.598393, 77.300000 28.500000)"
10535,20535,NR,Mock Mahipalpur - Rohini 400 kV S/C Line 0535,400 kV,1200,0.0,21.224,1,ACSR Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Under Construction,June 2026,TBCB,MOCK-NIP-00535,No,June 2026,,,,,,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Rohini (28.74000N, 77.11000E)",400 kV (Under Construction),10535,Synthetic geometry constrained to approximate Delhi NCT study area,21.224,21.224,"LINESTRING (77.130000 28.550000, 77.121346 28.659363, 77.110000 28.740000)"
10536,20536,NR,Mock Ridge - Sarita Vihar 220 kV D/C Line 0536,220 kV,950,637.4,21.175,2,ACSR Zebra,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2025,TBCB,MOCK-NIP-00536,Yes,2025,2.0,Mock Delhi Transmission Utility,18.0,6.0,12.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Commissioned),10536,Synthetic geometry constrained to approximate Delhi NCT study area,21.175,21.175,"LINESTRING (77.170000 28.680000, 77.222603 28.596952, 77.300000 28.530000)"
10537,20537,NR,Mock Vasant Kunj - Bamnoli 220 kV S/C Line 0537,220 kV,300,170.1,15.79,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2020,TBCB,MOCK-NIP-00537,No,2020,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Bamnoli (28.53000N, 77.00000E)",220 kV (Commissioned),10537,Synthetic geometry constrained to approximate Delhi NCT study area,15.79,15.79,"LINESTRING (77.160000 28.540000, 77.093869 28.544525, 77.000000 28.530000)"
10538,20538,NR,Mock Narela - Rohini 400 kV S/C Line 0538,400 kV,1100,526.8,12.464,1,ACSR Moose,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Commissioned,2023,TBCB,MOCK-NIP-00538,Yes,2023,1.0,Mock Delhi Transmission Utility,12.0,4.0,12.0,"Mock coordinates: Narela (28.85000N, 77.09000E) to Rohini (28.74000N, 77.11000E)",400 kV (Commissioned),10538,Synthetic geometry constrained to approximate Delhi NCT study area,12.464,12.464,"LINESTRING (77.090000 28.850000, 77.095604 28.780621, 77.110000 28.740000)"
10539,20539,NR,Mock Mayur Vihar - Ridge 400 kV S/C Line 0539,400 kV,800,623.8,14.961,1,AL 59 Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Commissioned,2020,RTM,MOCK-NIP-00539,No,2020,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Ridge (28.68000N, 77.17000E)",400 kV (Commissioned),10539,Synthetic geometry constrained to approximate Delhi NCT study area,14.961,14.961,"LINESTRING (77.300000 28.610000, 77.276023 28.617520, 77.237263 28.643330, 77.188212 28.669470, 77.170000 28.680000)"
10540,20540,NR,Mock Bamnoli - Rohini 220 kV D/C Line 0540,220 kV,600,0.0,25.74,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Under Construction,June 2025,RTM,MOCK-NIP-00540,No,June 2025,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Rohini (28.74000N, 77.11000E)",220 kV (Under Construction),10540,Synthetic geometry constrained to approximate Delhi NCT study area,25.74,25.74,"LINESTRING (77.000000 28.530000, 77.045160 28.631561, 77.110000 28.740000)"
10541,20541,NR,Mock Badarpur - Mahipalpur 400 kV S/C Line 0541,400 kV,750,0.0,17.648,1,AL 59 Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Under Construction,March 2028,TBCB,MOCK-NIP-00541,No,March 2028,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Mahipalpur (28.55000N, 77.13000E)",400 kV (Under Construction),10541,Synthetic geometry constrained to approximate Delhi NCT study area,17.648,17.648,"LINESTRING (77.300000 28.500000, 77.219165 28.513551, 77.130000 28.550000)"
10542,20542,NR,Mock Vasant Kunj - Sarita Vihar 400 kV D/C Line 0542,400 kV,1450,0.0,13.99,2,AL 59 Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Under Bidding,June 2026,RTM,MOCK-NIP-00542,No,June 2026,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Sarita Vihar (28.53000N, 77.30000E)",400 kV (Under Bidding),10542,Synthetic geometry constrained to approximate Delhi NCT study area,13.99,13.99,"LINESTRING (77.160000 28.540000, 77.224542 28.523118, 77.300000 28.530000)"
10543,20543,NR,Mock Patparganj - Pusa 220 kV D/C Line 0543,220 kV,600,0.0,12.244,2,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Planned,June 2028,RTM,MOCK-NIP-00543,Yes,June 2028,2.0,Mock North Delhi Transmission Co.,24.0,8.0,18.0,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Pusa (28.64000N, 77.17000E)",220 kV (Planned),10543,Synthetic geometry constrained to approximate Delhi NCT study area,12.244,12.244,"LINESTRING (77.290000 28.630000, 77.240687 28.649290, 77.170000 28.640000)"
10544,20544,NR,Mock Mayur Vihar - Pusa 220 kV S/C Line 0544,220 kV,350,224.6,13.21,1,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00544,No,2021,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Pusa (28.64000N, 77.17000E)",220 kV (Commissioned),10544,Synthetic geometry constrained to approximate Delhi NCT study area,13.21,13.21,"LINESTRING (77.300000 28.610000, 77.252023 28.628052, 77.170000 28.640000)"
10545,20545,NR,Mock Sarita Vihar - Dwarka 400 kV S/C Line 0545,400 kV,1150,0.0,27.203,1,ACSR Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Under Construction,September 2029,TBCB,MOCK-NIP-00545,Yes,September 2029,1.0,Mock Delhi Transmission Utility,12.0,2.0,18.0,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Dwarka (28.59000N, 77.03000E)",400 kV (Under Construction),10545,Synthetic geometry constrained to approximate Delhi NCT study area,27.203,27.203,"LINESTRING (77.300000 28.530000, 77.167915 28.557655, 77.030000 28.590000)"
10546,20546,NR,Mock Badarpur - Vasant Kunj 765 kV D/C Line 0546,765 kV,4400,2522.2,14.637,2,AL 59 Zebra,Quad,ISTS,Mock Inter-State Grid Delhi,Commissioned,2018,RTM,MOCK-NIP-00546,No,2018,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Vasant Kunj (28.54000N, 77.16000E)",765 kV (Commissioned),10546,Synthetic geometry constrained to approximate Delhi NCT study area,14.637,14.637,"LINESTRING (77.300000 28.500000, 77.222609 28.509324, 77.160000 28.540000)"
10547,20547,NR,Mock Shahdara - Mayur Vihar 220 kV S/C Line 0547,220 kV,400,273.2,7.656,1,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2024,RTM,MOCK-NIP-00547,Yes,2024,1.0,Mock North Delhi Transmission Co.,18.0,4.0,18.0,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Commissioned),10547,Synthetic geometry constrained to approximate Delhi NCT study area,7.656,7.656,"LINESTRING (77.290000 28.670000, 77.278947 28.628180, 77.300000 28.610000)"
10548,20548,NR,Mock Mundka - Ridge 400 kV D/C Line 0548,400 kV,2000,0.0,18.774,2,AL 59 Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Under Bidding,December 2025,TBCB,MOCK-NIP-00548,Yes,December 2025,2.0,Mock Delhi Transmission Utility,18.0,2.0,18.0,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Ridge (28.68000N, 77.17000E)",400 kV (Under Bidding),10548,Synthetic geometry constrained to approximate Delhi NCT study area,18.774,18.774,"LINESTRING (76.980000 28.680000, 77.075988 28.693463, 77.170000 28.680000)"
10549,20549,NR,Mock Shahdara - Ridge 220 kV S/C Line 0549,220 kV,350,210.1,11.968,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2024,TBCB,MOCK-NIP-00549,No,2024,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Ridge (28.68000N, 77.17000E)",220 kV (Commissioned),10549,Synthetic geometry constrained to approximate Delhi NCT study area,11.968,11.968,"LINESTRING (77.290000 28.670000, 77.231950 28.684886, 77.170000 28.680000)"
10550,20550,NR,Mock Punjabi Bagh - Bawana 220 kV S/C Line 0550,220 kV,400,0.0,16.654,1,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,January 2026,TBCB,MOCK-NIP-00550,Yes,January 2026,1.0,Mock North Delhi Transmission Co.,24.0,8.0,12.0,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Bawana (28.80000N, 77.05000E)",220 kV (Under Bidding),10550,Synthetic geometry constrained to approximate Delhi NCT study area,16.654,16.654,"LINESTRING (77.130000 28.670000, 77.079881 28.725511, 77.050000 28.800000)"
10551,20551,NR,Mock Mahipalpur - Najafgarh 220 kV S/C Line 0551,220 kV,400,166.2,16.22,1,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2021,RTM,MOCK-NIP-00551,Yes,2021,1.0,Mock South Delhi Transmission Co.,12.0,4.0,18.0,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Commissioned),10551,Synthetic geometry constrained to approximate Delhi NCT study area,16.22,16.22,"LINESTRING (77.130000 28.550000, 77.040758 28.575881, 76.980000 28.610000)"
10552,20552,NR,Mock Rohini - Bawana 220 kV D/C Line 0552,220 kV,500,385.7,9.183,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2023,TBCB,MOCK-NIP-00552,No,2023,,,,,,"Mock coordinates: Rohini (28.74000N, 77.11000E) to Bawana (28.80000N, 77.05000E)",220 kV (Commissioned),10552,Synthetic geometry constrained to approximate Delhi NCT study area,9.183,9.183,"LINESTRING (77.110000 28.740000, 77.098078 28.758869, 77.082295 28.778707, 77.055405 28.790827, 77.050000 28.800000)"
10553,20553,NR,Mock Shahdara - Wazirabad 220 kV D/C Line 0553,220 kV,750,484.2,11.837,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2020,RTM,MOCK-NIP-00553,No,2020,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10553,Synthetic geometry constrained to approximate Delhi NCT study area,11.837,11.837,"LINESTRING (77.290000 28.670000, 77.274330 28.679612, 77.235078 28.698252, 77.203703 28.700337, 77.180000 28.710000)"
10554,20554,NR,Mock Lodhi Road - Punjabi Bagh 400 kV D/C Line 0554,400 kV,1400,0.0,12.857,2,ACSR Moose,Quad,ISTS,Mock Inter-State Grid Delhi,Under Bidding,March 2028,TBCB,MOCK-NIP-00554,Yes,March 2028,2.0,Mock Inter-State Grid Delhi,12.0,4.0,24.0,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Punjabi Bagh (28.67000N, 77.13000E)",400 kV (Under Bidding),10554,Synthetic geometry constrained to approximate Delhi NCT study area,12.857,12.857,"LINESTRING (77.220000 28.590000, 77.192722 28.633262, 77.130000 28.670000)"
